Glottocode_spec	Glottocode	Smallest_Island_group	Smallest_Island_group_main	Marck_group	Medium_only_merged_for_shared_language	COUNTRY NAME	SBZR_group	glottocodes	lg_count_medium	lg_count_Marck	lg_count_SBZR	lg_count_COUNTRY	lg_count_smallest	sum_area	sum_shoreline	mean_lat	mean_long	max_long	min_long	max_lat	min_lat	smallest_island_color	Marck_group_color	medium_group_color	SBZR_group_color
raro1241	raro1241	Mangaia	Rarotonga	Mangaia	Avaiki Nui (south)	Cook Islands (NEW ZEALAND)	Mangaia	raro1241	1	1	1	4	1	51.5856550199	29.2490320325	-21.9128317851	-157.925155666	-157.925155666	-157.925155666	-21.9128317851	-21.9128317851	#645B49	#E56CE3	#45F3F6	#6978DE
renn1242	renn1242	Bellona	Bellona, Rennelle	Mo-ava-mo-iki (Bellona + Rennelle)	Mo-ava-mo-iki (Bellona + Rennelle)	SOLOMON ISLANDS	Mo-ava-mo-iki (Bellona + Rennelle)	renn1242	1	1	1	16	1	21.7894880023	23.831800307	-11.295865171	159.799008437	159.799008437	159.799008437	-11.295865171	-11.295865171	#C391E6	#B49BBA	#ECC0A7	#9FE5CE
renn1242	renn1242	Rennelle	Bellona, Rennelle	Mo-ava-mo-iki (Bellona + Rennelle)	Mo-ava-mo-iki (Bellona + Rennelle)	SOLOMON ISLANDS	Mo-ava-mo-iki (Bellona + Rennelle)	renn1242	1	1	1	16	1	695.760787568	205.332132502	-11.6427101633	160.246281073	160.246281073	160.246281073	-11.6427101633	-11.6427101633	#AF85C0	#B49BBA	#ECC0A7	#9FE5CE
rere1240	rere1240	Malakula	Malakula	Vanuatu + Temotu	Malakula	VANUATU	Vanuatu + Temotu	navw1234,nasv1234,nisv1234,malf1237,sout2857,mask1242,port1285,axam1237,nati1244,lete1241,labo1244,burm1263,aulu1238,nasa1240,bwen1239,dixo1238,rere1240,vivt1234,katb1237,unua1237,vinm1237,niti1249,ling1265,lare1249,litz1237,bign1238,mara1399,urip1239,maee1241,malu1245,nese1235,mpot1241,avok1244	33	128	130	117	33	2082.640287234	440.226717672	-16.39865610623125	167.6356258513125	167.840149527	167.333202469	-15.9511958054	-16.5982215213	#A9D446	#A3A4EE	#BEE7EE	#E65F6B
rima1237	aust1304	Rimatara	Rimatara	Rimatara	Rimatara	French Polynesia (FRANCE)	Rimatara	rima1237	1	1	1	10	1	1.5551736581	10.470913094	-21.810277456725	-154.70905715825	-154.698062605	-154.723507361	-21.8017380301	-21.8174718407	#9883ED	#BFE975	#F0E89A	#70EB7D
rori1237	rori1237	Santo	Santo	Vanuatu + Temotu	Santo	VANUATU	Vanuatu + Temotu	akei1237,wail1242,tang1347,nara1263,ambl1237,tamb1253,polo1242,fort1240,rori1237,moro1286,butm1237,lore1244,navu1237,mere1242,wusi1237,shar1244,tial1239,tolo1255,tasm1246,saka1289,piam1242,noku1237,vuna1239,valp1237	24	128	130	117	24	4080.802436609	562.5763095061001	-15.23689885905926	166.95815050533332	167.243032996	166.523623182	-14.6940929114	-15.6472812869	#8A8D89	#A3A4EE	#6E65E0	#E65F6B
rotu1241	rotu1241	Rotuma	Rotuma	Rotuma	Rotuma	FIJI	Rotuma	rotu1241	1	1	1	9	1	48.3447454907	56.7619342478	-12.486555054085715	177.03193449657144	177.149566849	176.935801994	-12.4623633649	-12.5220255549	#E8F6C4	#D6F735	#BCEE33	#D5C8BC
ruru1237	aust1304	Rurutu	Rurutu	Rurutu	Rurutu	French Polynesia (FRANCE)	Rurutu	ruru1237	1	1	1	10	1	43.3103876726	40.709453223699995	-22.596920319166667	-152.317964386	-151.346423376	-152.80576914	-22.4736649251	-22.6666804909	#EEC1A8	#6ED5B3	#DDF6E9	#B9D2EB
saaa1241	saaa1241	Pentecost	Pentecost	Vanuatu + Temotu	Pentecost	VANUATU	Vanuatu + Temotu	saaa1241,seke1241,apma1240,sowa1244,hano1246	5	128	130	117	5	513.617211892	146.78757084400002	-15.673364099925	168.19439396800001	168.196807467	168.192505008	-15.4637747138	-16.0015764943	#BD9790	#A3A4EE	#B9C9C8	#E65F6B
saka1289	saka1289	Santo	Santo	Vanuatu + Temotu	Santo	VANUATU	Vanuatu + Temotu	akei1237,wail1242,tang1347,nara1263,ambl1237,tamb1253,polo1242,fort1240,rori1237,moro1286,butm1237,lore1244,navu1237,mere1242,wusi1237,shar1244,tial1239,tolo1255,tasm1246,saka1289,piam1242,noku1237,vuna1239,valp1237	24	128	130	117	24	4080.802436609	562.5763095061001	-15.23689885905926	166.95815050533332	167.243032996	166.523623182	-14.6940929114	-15.6472812869	#8A8D89	#A3A4EE	#6E65E0	#E65F6B
samo1305	samo1305	Sāmoa	Samoa	Sāmoa	Sāmoa	SAMOA	Sāmoa	samo1305	1	1	1	1	1	3081.7526629034	656.4187609854	-14.093097805342857	-171.06638438589286	-169.495394171	-172.467362513	-13.6201276285	-14.335466532	#E4E8F6	#EEC169	#81818E	#9A6EA3
samo1305	samo1305	Sāmoa	Samoa	Sāmoa	Sāmoa	American Samoa (US)	Sāmoa	samo1305	1	1	1	1	1	3081.7526629034	656.4187609854	-14.093097805342857	-171.06638438589286	-169.495394171	-172.467362513	-13.6201276285	-14.335466532	#E4E8F6	#EEC169	#81818E	#9A6EA3
sata1237	sata1237	Satawal	Satawal	Satawal	Satawal	FEDERATED STATES OF MICRONESIA	Woleai	sata1237	1	2	2	17	1	1.5853802925	5.4255033005	7.3578819783	147.036384629	147.036384629	147.036384629	7.3578819783	7.3578819783	#8F6793	#B4D181	#5596E0	#AC27EA
seke1241	seke1241	Pentecost	Pentecost	Vanuatu + Temotu	Pentecost	VANUATU	Vanuatu + Temotu	saaa1241,seke1241,apma1240,sowa1244,hano1246	5	128	130	117	5	513.617211892	146.78757084400002	-15.673364099925	168.19439396800001	168.196807467	168.192505008	-15.4637747138	-16.0015764943	#BD9790	#A3A4EE	#B9C9C8	#E65F6B
shar1244	shar1244	Santo	Santo	Vanuatu + Temotu	Santo	VANUATU	Vanuatu + Temotu	akei1237,wail1242,tang1347,nara1263,ambl1237,tamb1253,polo1242,fort1240,rori1237,moro1286,butm1237,lore1244,navu1237,mere1242,wusi1237,shar1244,tial1239,tolo1255,tasm1246,saka1289,piam1242,noku1237,vuna1239,valp1237	24	128	130	117	24	4080.802436609	562.5763095061001	-15.23689885905926	166.95815050533332	167.243032996	166.523623182	-14.6940929114	-15.6472812869	#8A8D89	#A3A4EE	#6E65E0	#E65F6B
siee1239	siee1239	Erromango	Erromango	Vanuatu + Temotu	Erromango	VANUATU	Vanuatu + Temotu	siee1239,ifoo1237,urav1235	3	128	130	117	3	894.5256442793	161.0631948151	-18.76491172515	169.204737835	169.284624303	169.124851367	-18.7078857097	-18.8219377406	#BFF1B5	#A3A4EE	#BEEFB5	#E65F6B
sika1261	sika1261	Sikaiana	Sikaiana	Sikaiana	Sikaiana	SOLOMON ISLANDS	Sikaiana	sika1261	1	1	1	16	1	3.5679819268	14.8497227566	-8.373108312875	162.86978314325	162.922004162	162.846464626	-8.3505271338	-8.3953711129	#99F3CE	#A6B14F	#77C94B	#5EE8A0
sons1242	sons1242	Sonsorol	Sonsorol	Sonsorol	Sonsorol	PALAU	Sonsorol	sons1242	1	1	1	3	1	2.0565618447	9.0708967651	4.83895433915	132.26824050599998	132.311289701	132.225191311	5.3532290855	4.3246795928	#DAF630	#57E89E	#92B134	#A82CA8
sout2856	sout2856	Efate	Efate	Vanuatu + Temotu	Efate	VANUATU	Vanuatu + Temotu	mele1250,eton1255,sout2856,lele1267,nort2836	5	128	130	117	5	979.0453609369	298.6526903011	-17.626902701408333	168.32011900724999	168.481375049	168.146226845	-17.4569966865	-17.8041978847	#5FF1C0	#A3A4EE	#3FC0CB	#E65F6B
sout2857	sout2857	Malakula	Malakula	Vanuatu + Temotu	Malakula	VANUATU	Vanuatu + Temotu	navw1234,nasv1234,nisv1234,malf1237,sout2857,mask1242,port1285,axam1237,nati1244,lete1241,labo1244,burm1263,aulu1238,nasa1240,bwen1239,dixo1238,rere1240,vivt1234,katb1237,unua1237,vinm1237,niti1249,ling1265,lare1249,litz1237,bign1238,mara1399,urip1239,maee1241,malu1245,nese1235,mpot1241,avok1244	33	128	130	117	33	2082.640287234	440.226717672	-16.39865610623125	167.6356258513125	167.840149527	167.333202469	-15.9511958054	-16.5982215213	#A9D446	#A3A4EE	#BEE7EE	#E65F6B
sout2859	sout2859	Ambrym	Ambrym	Vanuatu + Temotu	Ambrym	VANUATU	Vanuatu + Temotu	port1286,sout2859,daka1243,orko1234,lonw1238,nort2839	6	128	130	117	6	689.763983674	140.374687845	-16.2526197768	168.115843193	168.115843193	168.115843193	-16.2526197768	-16.2526197768	#B8F188	#A3A4EE	#F0F5D6	#E65F6B
sout2864	fiji1243	Viti Levu	Viti Levu	Fiji	Viti Levu + Yasawa	FIJI	Fiji	sout2864, nort2843, west2519, namo1248	4	8	8	9	4	10788.0411853707	991.1585237059	-17.825429385606558	178.13383320413115	178.705391402	177.295765944	-17.2872693453	-18.391015304	#A862EF	#ECADEC	#DF7AC8	#AFDFE6
sout2866	sout2866	Te Fenua ’Enata (South Marquesas)	South Marquesas	Marquesas	Te Fenua ’Enata (South Marquesas)	French Polynesia (FRANCE)	Marquesas	sout2866	1	2	2	10	1	505.0694188237	271.5925325812	-9.897021596770589	-138.91863985694118	-138.415839213	-139.104729318	-9.4328036392	-10.4875262778	#8E11F1	#A6F29A	#66ED3E	#C2798A
sout2869	sout2869	Tanna	Tanna	Vanuatu + Temotu	Tanna	VANUATU	Vanuatu + Temotu	kwam1252,sout2869,whit1269,lena1238,nort2847	5	128	130	117	5	564.997226668	127.471078834	-19.4944553812	169.326338052	169.326338052	169.326338052	-19.4944553812	-19.4944553812	#C5E2BC	#A3A4EE	#AD34E9	#E65F6B
sowa1244	sowa1244	Pentecost	Pentecost	Vanuatu + Temotu	Pentecost	VANUATU	Vanuatu + Temotu	saaa1241,seke1241,apma1240,sowa1244,hano1246	5	128	130	117	5	513.617211892	146.78757084400002	-15.673364099925	168.19439396800001	168.196807467	168.192505008	-15.4637747138	-16.0015764943	#BD9790	#A3A4EE	#B9C9C8	#E65F6B
tahi1242	tahi1242	Raro Matai	Raro Matai, Nia Matai	Raro Matai	Tahiti	French Polynesia (FRANCE)	Raro Matai + Nia Matai	tahi1242	1	1	1	10	1	12.2436456875	67.9636264876	-16.440532122505264	-154.3634130256842	-153.926254827	-154.685364745	-15.8074841747	-16.8358588896	#E949A2	#DB5442	#E4A9C3	#CBA5B7
tahi1242	tahi1242	Nia Matai	Raro Matai, Nia Matai	Nia Matai	Tahiti	French Polynesia (FRANCE)	Raro Matai + Nia Matai	tahi1242	1	1	1	10	1	1599.123279307	915.5441096899	-16.907646167000856	-150.7999925587607	-148.063146236	-152.284427893	-16.2410408882	-17.885913873	#F2F17C	#82F02F	#E4A9C3	#CBA5B7
taku1257	taku1257	Takuu	Takuu	Takuu	Takuu	PAPUA NEW GUINEA	Takuu	taku1257	1	1	1	3	1	1.7321997408	14.8808280912	-4.743856257877778	157.02116322877777	157.035831153	156.938341032	-4.703346567	-4.7729585695	#A96CD4	#49B3D7	#51C2A2	#ED9836
tamb1253	tamb1253	Santo	Santo	Vanuatu + Temotu	Santo	VANUATU	Vanuatu + Temotu	akei1237,wail1242,tang1347,nara1263,ambl1237,tamb1253,polo1242,fort1240,rori1237,moro1286,butm1237,lore1244,navu1237,mere1242,wusi1237,shar1244,tial1239,tolo1255,tasm1246,saka1289,piam1242,noku1237,vuna1239,valp1237	24	128	130	117	24	4080.802436609	562.5763095061001	-15.23689885905926	166.95815050533332	167.243032996	166.523623182	-14.6940929114	-15.6472812869	#8A8D89	#A3A4EE	#6E65E0	#E65F6B
tana1281	tana1281	Saipan	Saipan	Laguas yan gåni (Guam + Northern Marianas)	Laguas yan gåni (Guam + Northern Marianas)	Northern Mariana Islands (US)	Laguas yan gåni (Guam + Northern Marianas)	tana1281, cham1312, caro1242	3	3	3	3	3	123.3426695	77.1417230906	15.1886171895	145.753092527	145.753092527	145.753092527	15.1886171895	15.1886171895	#C2E0F2	#A724ED	#E8DFAD	#F050B1
tane1237	tane1237	Vanikoro	Vanikoro	Vanuatu + Temotu	Vanikoro	SOLOMON ISLANDS	Vanuatu + Temotu	tane1237,vano1237	2	128	130	16	2	191.1455029213	86.82648856210001	-11.6566360944	166.897274343	166.921827012	166.872721674	-11.6542313945	-11.6590407943	#952FB1	#A3A4EE	#B1D67F	#E65F6B
tang1347	tang1347	Santo	Santo, Tangoa	Vanuatu + Temotu	Santo	VANUATU	Vanuatu + Temotu	akei1237,wail1242,tang1347,nara1263,ambl1237,tamb1253,polo1242,fort1240,rori1237,moro1286,butm1237,lore1244,navu1237,mere1242,wusi1237,shar1244,tial1239,tolo1255,tasm1246,saka1289,piam1242,noku1237,vuna1239,valp1237	24	128	130	117	24	4080.802436609	562.5763095061001	-15.23689885905926	166.95815050533332	167.243032996	166.523623182	-14.6940929114	-15.6472812869	#8A8D89	#A3A4EE	#6E65E0	#E65F6B
tang1347	tang1347	Tangoa	Santo, Tangoa	Vanuatu + Temotu	Santo	VANUATU	Vanuatu + Temotu	tang1347	24	128	130	117	1	0.4674248125	3.1385471283	-15.6014178617	166.980500012	166.980500012	166.980500012	-15.6014178617	-15.6014178617	#E8BDF5	#A3A4EE	#6E65E0	#E65F6B
tani1255	tani1255	Utupua	Utupua	Vanuatu + Temotu	Utupua	SOLOMON ISLANDS	Vanuatu + Temotu	tani1255,asum1237,amba1266	3	128	130	16	3	72.980265536	91.2470660072	-11.2485177338	166.4549908235	166.491921081	166.418060566	-11.2361906064	-11.2608448612	#47F3F4	#A3A4EE	#EDF37E	#E65F6B
tasm1246	tasm1246	Santo	Santo	Vanuatu + Temotu	Santo	VANUATU	Vanuatu + Temotu	akei1237,wail1242,tang1347,nara1263,ambl1237,tamb1253,polo1242,fort1240,rori1237,moro1286,butm1237,lore1244,navu1237,mere1242,wusi1237,shar1244,tial1239,tolo1255,tasm1246,saka1289,piam1242,noku1237,vuna1239,valp1237	24	128	130	117	24	4080.802436609	562.5763095061001	-15.23689885905926	166.95815050533332	167.243032996	166.523623182	-14.6940929114	-15.6472812869	#8A8D89	#A3A4EE	#6E65E0	#E65F6B
tean1237	tean1237	Te Anu	Te Anu	Vanuatu + Temotu	Te Anu	SOLOMON ISLANDS	Vanuatu + Temotu	tean1237	1	128	130	16	1	22.7777964192	21.2509729123	-11.6317490135	166.962302531	166.962302531	166.962302531	-11.6317490135	-11.6317490135	#5FEED6	#A3A4EE	#689C8E	#E65F6B
tial1239	tial1239	Santo	Santo	Vanuatu + Temotu	Santo	VANUATU	Vanuatu + Temotu	akei1237,wail1242,tang1347,nara1263,ambl1237,tamb1253,polo1242,fort1240,rori1237,moro1286,butm1237,lore1244,navu1237,mere1242,wusi1237,shar1244,tial1239,tolo1255,tasm1246,saka1289,piam1242,noku1237,vuna1239,valp1237	24	128	130	117	24	4080.802436609	562.5763095061001	-15.23689885905926	166.95815050533332	167.243032996	166.523623182	-14.6940929114	-15.6472812869	#8A8D89	#A3A4EE	#6E65E0	#E65F6B
tiko1237	tiko1237	Tikopia	Tikopia	Anuta-Tikopia	Tikopia	SOLOMON ISLANDS	Vanuatu + Temotu	tiko1237	1	2	130	16	1	6.1785439471	10.6150188062	-12.2779928824	168.814058868	168.814058868	168.814058868	-12.2779928824	-12.2779928824	#98DEF1	#E9D4AD	#58D77E	#E65F6B
tiri1258	tiri1258	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Kanaky (main island + Loyalties)	Kanaky (New Caledonia main island)	New Caledonia (FRANCE)	Kanaky (main island + Loyalties)	nume1242,dumb1241,xara1243,tiri1258,xara1244,zire1240,neku1237,orow1242,bwat1240,arho1237,ajie1238,arha1237,paic1239,haek1239,have1241,hmwa1243,cemu1238,pwaa1237,pwap1237,pije1237,vama1243,fwai1237,nemi1240,jawe1237,yuag1237,waam1236,caac1237,kuma1276,bala1316	29	34	34	34	29	16659.9200339808	2537.7387562654	-21.548496976421198	165.635100407904	167.193003937	163.808032137	-19.9792487692	-22.6081825505	#6D3FE8	#73A69F	#5DEE73	#DB3D7D
tobi1238	tobi1238	Tobi	Tobi	Tobi	Tobi	PALAU	Tobi	tobi1238	1	1	1	3	1	0.85	NA	3.007434	131.12438	131.12438	131.12438	3.007434	3.007434	#E6F8EF	#E3C3EF	#32B079	#9D469C
toke1240	toke1240	Tokelau	Tokelau	Tokelau	Tokelau	TOKELAU (NEW ZEALAND)	Tokelau	toke1240	1	1	1	1	1	14.9674499361	124.8250887706	-9.169440816054545	-171.65562932187274	-171.190915762	-172.522280177	-8.5389369024	-9.4388145086	#E9CAD6	#B445E4	#8297BF	#51EA5D
tolo1255	tolo1255	Santo	Santo	Vanuatu + Temotu	Santo	VANUATU	Vanuatu + Temotu	akei1237,wail1242,tang1347,nara1263,ambl1237,tamb1253,polo1242,fort1240,rori1237,moro1286,butm1237,lore1244,navu1237,mere1242,wusi1237,shar1244,tial1239,tolo1255,tasm1246,saka1289,piam1242,noku1237,vuna1239,valp1237	24	128	130	117	24	4080.802436609	562.5763095061001	-15.23689885905926	166.95815050533332	167.243032996	166.523623182	-14.6940929114	-15.6472812869	#8A8D89	#A3A4EE	#6E65E0	#E65F6B
tong1325	tong1325	Tonga	Tonga	Tonga	Tonga	TONGA	Tonga	tong1325	1	1	1	3	1	684.5343579848	838.7032922623	-19.662176822470304	-174.4786564847212	-173.924193829	-175.416690985	-18.01829775	-21.4680900934	#4493B8	#AABEEA	#E2662C	#96CC4A
tuam1242	tuam1242	Napuka	Napuka, Tuamotu, Hereheretue, Tureia, Nukutaveke, Tatakoto, Morane, Marutea	Napuka	Tuamotu	French Polynesia (FRANCE)	Napuka	tuam1242	1	1	1	10	1	9.3735400267	39.2766087311	-14.162864349671429	-141.26945372742858	-141.201003937	-141.436096845	-14.096488249	-14.1866936327	#DC70F2	#71A9E2	#8ADAE7	#69D5E4
tuam1242	tuam1242	Tuamotu	Napuka, Tuamotu, Hereheretue, Tureia, Nukutaveke, Tatakoto, Morane, Marutea	Paumotu	Tuamotu	French Polynesia (FRANCE)	Tuamotu + Puka-puka	tuam1242	1	1	1	10	1	673.477596895	3175.2187127693	-16.38149187017119	-144.41615636346432	-138.67449226	-148.710663105	-14.3403955596	-19.6593086766	#D2F47B	#9F30A2	#8ADAE7	#EAD5AB
tuam1242	tuam1242	Puka-puka	Napuka, Tuamotu, Hereheretue, Tureia, Nukutaveke, Tatakoto, Morane, Marutea	Puka-puka	Tuamotu	French Polynesia (FRANCE)	Tuamotu + Puka-puka	tuam1242	1	1	1	10	1	3.6390160763	25.341588394400002	-14.820532896161538	-138.82385792953846	-138.799377026	-138.838842083	-14.8066539021	-14.8388525795	#E171A5	#63E77B	#8ADAE7	#EAD5AB
tuam1242	tuam1242	Tatakoto	Napuka, Tuamotu, Hereheretue, Tureia, Nukutaveke, Tatakoto, Morane, Marutea	Tatakoto	Tuamotu	French Polynesia (FRANCE)	Tatakoto + Reao	tuam1242	1	1	1	10	1	6.9073646376	46.1822918445	-17.350364030815	-138.39243481685	-138.345315588	-138.44227444	-17.3359608423	-17.3554288048	#F1A9A3	#E5BAAF	#8ADAE7	#E4B2F4
tuam1242	tuam1242	Reao	Napuka, Tuamotu, Hereheretue, Tureia, Nukutaveke, Tatakoto, Morane, Marutea	Reao	Tuamotu	French Polynesia (FRANCE)	Tatakoto + Reao	tuam1242	1	1	1	10	1	41.5711656574	139.4610047464	-18.41771873707143	-136.71673978957142	-136.339616687	-137.057951223	-18.288247758	-18.5594213126	#F0DF3F	#4DEB5C	#8ADAE7	#E4B2F4
tuam1242	tuam1242	Hereheretue	Napuka, Tuamotu, Hereheretue, Tureia, Nukutaveke, Tatakoto, Morane, Marutea	Hereheretue	Tuamotu	French Polynesia (FRANCE)	Hereheretue	tuam1242	1	1	1	10	1	5.1893298064	27.569951373	-19.86379129296	-144.95120680920002	-144.936354615	-144.997560639	-19.8410450666	-19.9074464105	#923E18	#A1F070	#8ADAE7	#E7BBE5
tuam1242	tuam1242	Nukutaveke	Napuka, Tuamotu, Hereheretue, Tureia, Nukutaveke, Tatakoto, Morane, Marutea	Nukutaveke	Tuamotu	French Polynesia (FRANCE)	Nukutaveke 61	tuam1242	1	1	1	10	1	38.0917538882	234.1084475758	-21.607709282373683	-138.82440158271052	-138.525578566	-139.143015449	-20.7745721363	-22.2655766799	#EDA8F2	#E8D98E	#8ADAE7	#7068ED
tuam1242	tuam1242	Nukutaveke	Napuka, Tuamotu, Hereheretue, Tureia, Nukutaveke, Tatakoto, Morane, Marutea	Nukutaveke	Tuamotu	French Polynesia (FRANCE)	Nukutaveke 59	tuam1242	1	1	1	10	1	38.0917538882	234.1084475758	-21.607709282373683	-138.82440158271052	-138.525578566	-139.143015449	-20.7745721363	-22.2655766799	#EDA8F2	#E8D98E	#8ADAE7	#EBE9EF
tuam1242	tuam1242	Marutea	Napuka, Tuamotu, Hereheretue, Tureia, Nukutaveke, Tatakoto, Morane, Marutea	Marutea	Tuamotu	French Polynesia (FRANCE)	Marutea	tuam1242	1	1	1	10	1	24.7807939485	152.25802096569998	-21.519669634167442	-136.06296721769766	-135.471988655	-136.744382649	-21.3053803028	-22.029757396	#86DDE3	#A9BC8E	#8ADAE7	#F199A4
tuam1242	tuam1242	Tureia	Napuka, Tuamotu, Hereheretue, Tureia, Nukutaveke, Tatakoto, Morane, Marutea	Tureia	Tuamotu	French Polynesia (FRANCE)	Tureia	tuam1242	1	1	1	10	1	3.5242966384	30.208579323800002	-21.694025852646668	-140.63010367846667	-140.579184644	-140.682356653	-21.6258390774	-21.7213859183	#C6C2E9	#AFDE3D	#8ADAE7	#A7EA3A
tuam1242	tuam1242	Morane	Napuka, Tuamotu, Hereheretue, Tureia, Nukutaveke, Tatakoto, Morane, Marutea	Morane	Tuamotu	French Polynesia (FRANCE)	Morane	tuam1242	1	1	1	10	1	0.6571050748	7.6993967655999995	-23.150653437214284	-137.11822409714284	-137.111521567	-137.128342728	-23.1379237729	-23.1757500783	#86A1C9	#7EBD44	#8ADAE7	#DE75F2
tubu1240	aust1304	Tupuai	Tupuai	Tupuai	Tupuai	French Polynesia (FRANCE)	Tupuai	tubu1240	1	1	1	10	1	46.7399405143	34.2685032894	-23.34823217663333	-149.43173402983334	-149.396921897	-149.481875404	-23.3250137633	-23.3712924626	#BDA8BC	#62D6E2	#F053B8	#C448E6
tutu1241	tutu1241	Tutuba	Tutuba	Vanuatu + Temotu	Tutuba	VANUATU	Vanuatu + Temotu	tutu1241	1	128	130	117	1	13.4233241119	16.3119872962	-15.5784165274	167.267181488	167.267181488	167.267181488	-15.5784165274	-15.5784165274	#B4AFAC	#A3A4EE	#EC9D3F	#E65F6B
tuva1244	tuva1244	Tuvalu	Tuvalu	Tuvalu	Tungaru + Tuvalu	TUVALU	Tuvalu 31	tuva1244	2	2	1	2	1	38.8856940245	205.1031692363	-8.378201279695162	178.85722202414516	179.905088669	176.091966698	-5.6476214465	-10.7690296095	#EF49EC	#D2EBE4	#58DCF2	#9FC2B0
tuva1244	tuva1244	Tuvalu	Tuvalu	Tuvalu	Tungaru + Tuvalu	TUVALU	Niu + Tuvalu	tuva1244	2	2	2	2	1	38.8856940245	205.1031692363	-8.378201279695162	178.85722202414516	179.905088669	176.091966698	-5.6476214465	-10.7690296095	#EF49EC	#D2EBE4	#58DCF2	#DAF175
tuva1244	tuva1244	Tuvalu	Tuvalu	Tuvalu	Tungaru + Tuvalu	TUVALU	Tuvalu 32	tuva1244	2	2	1	2	1	38.8856940245	205.1031692363	-8.378201279695162	178.85722202414516	179.905088669	176.091966698	-5.6476214465	-10.7690296095	#EF49EC	#D2EBE4	#58DCF2	#5CE8E3
ulit1238	ulit1238	Ulithi	Ulithi	Waab	Ulithi (greater)	FEDERATED STATES OF MICRONESIA	Ulithi + Yap	ulit1238	1	3	2	17	1	8.8714579893	59.2471649522	9.972349057273334	139.72714461786666	140.523232068	139.575966871	10.0881969985	9.768605716	#F1C47C	#6186D6	#EAC860	#6D40E7
ulit1238	ulit1238	Sorol	Ulithi	Sorol	Ulithi (greater)	FEDERATED STATES OF MICRONESIA	Sorol	ulit1238	1	1	1	17	1	1.4934085387	14.9918320094	8.14785202899091	140.38291410163637	140.424167274	140.347201935	8.1591687689	8.117654603	#D2CAA2	#ECEF75	#EAC860	#F2A1D7
unua1237	unua1237	Malakula	Malakula	Vanuatu + Temotu	Malakula	VANUATU	Vanuatu + Temotu	navw1234,nasv1234,nisv1234,malf1237,sout2857,mask1242,port1285,axam1237,nati1244,lete1241,labo1244,burm1263,aulu1238,nasa1240,bwen1239,dixo1238,rere1240,vivt1234,katb1237,unua1237,vinm1237,niti1249,ling1265,lare1249,litz1237,bign1238,mara1399,urip1239,maee1241,malu1245,nese1235,mpot1241,avok1244	33	128	130	117	33	2082.640287234	440.226717672	-16.39865610623125	167.6356258513125	167.840149527	167.333202469	-15.9511958054	-16.5982215213	#A9D446	#A3A4EE	#BEE7EE	#E65F6B
urav1235	urav1235	Erromango	Erromango	Vanuatu + Temotu	Erromango	VANUATU	Vanuatu + Temotu	siee1239,ifoo1237,urav1235	3	128	130	117	3	894.5256442793	161.0631948151	-18.76491172515	169.204737835	169.284624303	169.124851367	-18.7078857097	-18.8219377406	#BFF1B5	#A3A4EE	#BEEFB5	#E65F6B
urip1239	urip1239	Malakula	Malakula	Vanuatu + Temotu	Malakula	VANUATU	Vanuatu + Temotu	navw1234,nasv1234,nisv1234,malf1237,sout2857,mask1242,port1285,axam1237,nati1244,lete1241,labo1244,burm1263,aulu1238,nasa1240,bwen1239,dixo1238,rere1240,vivt1234,katb1237,unua1237,vinm1237,niti1249,ling1265,lare1249,litz1237,bign1238,mara1399,urip1239,maee1241,malu1245,nese1235,mpot1241,avok1244	33	128	130	117	33	2082.640287234	440.226717672	-16.39865610623125	167.6356258513125	167.840149527	167.333202469	-15.9511958054	-16.5982215213	#A9D446	#A3A4EE	#BEE7EE	#E65F6B
valp1237	valp1237	Santo	Santo	Vanuatu + Temotu	Santo	VANUATU	Vanuatu + Temotu	akei1237,wail1242,tang1347,nara1263,ambl1237,tamb1253,polo1242,fort1240,rori1237,moro1286,butm1237,lore1244,navu1237,mere1242,wusi1237,shar1244,tial1239,tolo1255,tasm1246,saka1289,piam1242,noku1237,vuna1239,valp1237	24	128	130	117	24	4080.802436609	562.5763095061001	-15.23689885905926	166.95815050533332	167.243032996	166.523623182	-14.6940929114	-15.6472812869	#8A8D89	#A3A4EE	#6E65E0	#E65F6B
vama1243	vama1243	Kanaky (New Caledonia main island)	Kanaky (New Caledonia main island)	Kanaky (main island + Loyalties)	Kanaky (New Caledonia main island)	New Caledonia (FRANCE)	Kanaky (main island + Loyalties)	nume1242,dumb1241,xara1243,tiri1258,xara1244,zire1240,neku1237,orow1242,bwat1240,arho1237,ajie1238,arha1237,paic1239,haek1239,have1241,hmwa1243,cemu1238,pwaa1237,pwap1237,pije1237,vama1243,fwai1237,nemi1240,jawe1237,yuag1237,waam1236,caac1237,kuma1276,bala1316	29	34	34	34	29	16659.9200339808	2537.7387562654	-21.548496976421198	165.635100407904	167.193003937	163.808032137	-19.9792487692	-22.6081825505	#6D3FE8	#73A69F	#5DEE73	#DB3D7D
vano1237	vano1237	Vanikoro	Vanikoro	Vanuatu + Temotu	Vanikoro	SOLOMON ISLANDS	Vanuatu + Temotu	tane1237,vano1237	2	128	130	16	2	191.1455029213	86.82648856210001	-11.6566360944	166.897274343	166.921827012	166.872721674	-11.6542313945	-11.6590407943	#952FB1	#A3A4EE	#B1D67F	#E65F6B
